"","probes"
"68563","cg16998906"
"68564","cg12152352"
"68565","cg23845249"
"68566","cg25370416"
"68567","cg25903143"
"68568","cg14036981"
"68569","cg11152384"
"68570","cg06632797"
"68571","cg14574066"
"68572","cg12364994"
"68573","cg09743615"
"68574","cg24292665"
"68575","cg09067506"
"68576","cg12570975"
"68577","cg04710830"
"68578","cg00211115"
"68579","cg06921552"
"68580","cg17007896"
"68581","cg26509915"
"68582","cg21408915"
"68583","cg15442037"
"68584","cg09435266"
"68585","cg12597472"
"68586","cg02104112"
"68587","cg17976121"
"68588","cg09177106"
"68589","cg10784570"
"68590","cg15151685"
"68591","cg25611369"
"68592","cg16794682"
"68593","cg06539449"
"68594","cg20735282"
"68595","cg17693757"
"68596","cg27422467"
"68597","cg04972566"
"68598","cg20014822"
"68599","cg03733760"
"68600","cg15774153"
"68601","cg00606989"
"68602","cg08639748"
"68603","cg11240634"
"68604","cg06578825"
"68605","cg24454109"
"68606","cg15894129"
"68607","cg09502447"
"68608","cg27032427"
"68609","cg02409815"
"68610","cg20892990"
"68611","cg00022558"
"68612","cg15371541"
"68613","cg20621635"
"68614","cg18222122"
"68615","cg21283867"
"68616","cg00358611"
"68617","cg17277529"
"68618","cg00043379"
"68619","cg15554555"
"68620","cg03509899"
"68621","cg21865844"
"68622","cg24543255"
"68623","cg24112091"
"68624","cg18220961"
"68625","cg01114085"
"68626","cg05317455"
"68627","cg17362434"
"68628","cg15857739"
"68629","cg02297460"
"68630","cg07776163"
"68631","cg26705266"
"68632","cg15682194"
"68633","cg18771839"
"68634","cg24044957"
"68635","cg14234104"
"68636","cg16374093"
"68637","cg23876072"
"68638","cg08095183"
"68639","cg02213971"
"68640","cg24665412"
"68641","cg15482717"
"68642","cg10819493"
"68643","cg19060203"
"68644","cg16659908"
"68645","cg03596067"
"68646","cg08914150"
"68647","cg19044550"
"68648","cg26199552"
"68649","cg16279290"
"68650","cg16399393"
"68651","cg27112585"
"68652","cg17222829"
"68653","cg11155924"
"68654","cg17696044"
"68655","cg23740474"
"68656","cg23848889"
"68657","cg23055735"
"68658","cg02046017"
"68659","cg22620614"
"68660","cg05511872"
"68661","cg19946638"
"68662","cg21810373"
"68663","cg20170028"
"68664","cg21593030"
"68665","cg24735129"
"68666","cg22280820"
"68667","cg11553687"
"68668","cg18417901"
"68669","cg03108347"
"68670","cg13981380"
"68671","cg11634496"
"68672","cg17440386"
"68673","cg26044621"
"68674","cg13043300"
"68675","cg10763288"
"68676","cg25623977"
"68677","cg05963690"
"68678","cg04774822"
"68679","cg22960616"
"68680","cg00344202"
"68681","cg16299665"
"68682","cg02203760"
"68683","cg05446414"
"68684","cg25986727"
"68685","cg02151120"
"68686","cg19120782"
"68687","cg02702692"
"68688","cg13048008"
"68689","cg11196788"
"68690","cg14078335"
"68691","cg08097973"
"68692","cg24707890"
"68693","cg21570702"
"68694","cg15274870"
"68695","cg20992180"
"68696","cg06400204"
"68697","cg09313740"
"68698","cg10872445"
"68699","cg11603759"
"68700","cg23619769"
"68701","cg26987660"
"68702","cg18722841"
"68703","cg05093169"
"68704","cg01527777"
"68705","cg12109740"
"68706","cg27601809"
"68707","cg07062262"
"68708","cg27419075"
"68709","cg19417024"
"68710","cg20179907"
"68711","cg09612929"
"68712","cg11457700"
"68713","cg21657876"
"68714","cg07736155"
"68715","cg04972341"
"68716","cg00239835"
"68717","cg23149454"
"68718","cg22635155"
"68719","cg08182160"
"68720","cg05957169"
"68721","cg26730831"
"68722","cg03906031"
"68723","cg15008287"
"68724","cg10933774"
"68725","cg11944287"
"68726","cg11863058"
"68727","cg04006327"
"68728","cg00979931"
"68729","cg06429555"
"68730","cg26549860"
"68731","cg27431671"
"68732","cg17114257"
"68733","cg25899154"
"68734","cg16872520"
"68735","cg24235904"
"68736","cg26571618"
"68737","cg01875418"
"68738","cg04388983"
"68739","cg24469013"
"68740","cg25137204"
"68741","cg22881680"
"68742","cg12889420"
"68743","cg19501190"
"68744","cg20444218"
"68745","cg08679180"
"68746","cg07648709"
"68747","cg21720306"
"68748","cg07782744"
"68749","cg14864148"
"68750","cg02776498"
"68751","cg01548965"
"68752","cg12959048"
"68753","cg10630085"
"68754","cg11465057"
"68755","cg16495818"
"68756","cg24261333"
"68757","cg07013104"
"68758","cg02254407"
"68759","cg24176731"
"68760","cg02201052"
"68761","cg17956079"
"68762","cg02176770"
"68763","cg23834228"
"68764","cg09185399"
"68765","cg16713321"
"68766","cg15670924"
"68767","cg25941075"
"68768","cg01117339"
"68769","cg10408430"
"68770","cg08017858"
"68771","cg00211630"
"68772","cg23519626"
"68773","cg25599211"
"68774","cg08375849"
"68775","cg07600721"
"68776","cg07814661"
"68777","cg23189044"
"68778","cg05789714"
"68779","cg04574090"
"68780","cg02595219"
"68781","cg16839921"
"68782","cg05591210"
"68783","cg09975397"
"68784","cg08700454"
"68785","cg22994720"
"68786","cg24974454"
"68787","cg13616912"
"68788","cg27325190"
"68789","cg02793739"
"68790","cg12821980"
"68791","cg14343713"
"68792","cg13601739"
"68793","cg25782983"
"68794","cg15057446"
"68795","cg13984434"
"68796","cg21756647"
"68797","cg17074821"
"68798","cg16029256"
"68799","cg06329735"
"68800","cg16547529"
"68801","cg02343736"
"68802","cg05064990"
"68803","cg05567631"
"68804","cg24068708"
"68805","cg02432528"
"68806","cg22271905"
"68807","cg19225602"
"68808","cg03539623"
"68809","cg09331409"
"68810","cg23652093"
"68811","cg24244478"
"68812","cg00708380"
"68813","cg05554039"
"68814","cg10684802"
"68815","cg05233622"
"68816","cg05534807"
"68817","cg24451858"
"68818","cg18935660"
"68819","cg22173131"
"68820","cg20983112"
"68821","cg13641591"
"68822","cg16188080"
"68823","cg23060390"
"68824","cg11926776"
"68825","cg17554182"
"68826","cg07115519"
"68827","cg19693151"
"68828","cg21238457"
"68829","cg20349305"
"68830","cg00809614"
"68831","cg16028555"
"68832","cg18001524"
"68833","cg16803548"
"68834","cg26954729"
"68835","cg16438686"
"68836","cg06677367"
"68837","cg04023526"
"68838","cg16182465"
"68839","cg20899321"
"68840","cg10788371"
"68841","cg13985437"
"68842","cg07202214"
"68843","cg20533899"
"68844","cg01439670"
"68845","cg01691530"
"68846","cg01187562"
"68847","cg20911180"
"68848","cg11546709"
"68849","cg20708135"
"68850","cg04610274"
"68851","cg07178379"
"68852","cg23996800"
"68853","cg17838626"
"68854","cg05476483"
"68855","cg25948980"
"68856","cg03449125"
"68857","cg03991848"
"68858","cg17441778"
"68859","cg02420069"
"68860","cg08036798"
"68861","cg06334307"
"68862","cg03908908"
"68863","cg00299511"
"68864","cg13016732"
"68865","cg27337539"
"68866","cg22231719"
"68867","cg24304210"
"68868","cg20232503"
"68869","cg13137458"
"68870","cg22974467"
"68871","cg15140465"
"68872","cg03213860"
"68873","cg04518186"
"68874","cg06177254"
"68875","cg11486637"
"68876","cg17272843"
"68877","cg07101980"
"68878","cg22138216"
"68879","cg00808969"
"68880","cg21167761"
"68881","cg02544540"
"68882","cg22713192"
"68883","cg11081272"
"68884","cg11426603"
"68885","cg24277007"
"68886","cg23361764"
"68887","cg09419192"
"68888","cg10365900"
"68889","cg10640961"
"68890","cg16235582"
"68891","cg06330691"
"68892","cg09966895"
"68893","cg21094613"
"68894","cg11179180"
"68895","cg08115371"
"68896","cg24810917"
"68897","cg11862642"
"68898","cg17579825"
"68899","cg15355859"
"68900","cg14309111"
"68901","cg22782986"
"68902","cg24104433"
"68903","cg24137863"
"68904","cg03799230"
"68905","cg19018581"
"68906","cg25314284"
"68907","cg13046853"
"68908","cg05207943"
"68909","cg03876096"
"68910","cg17391194"
"68911","cg18393958"
"68912","cg13806741"
"68913","cg19589811"
"68914","cg14484649"
"68915","cg14372701"
"68916","cg17584196"
"68917","cg26327442"
"68918","cg26449294"
"68919","cg24182581"
"68920","cg24892473"
"68921","cg05228186"
"68922","cg02146412"
"68923","cg02675969"
"68924","cg20864389"
"68925","cg18221021"
"68926","cg19937212"
"68927","cg02214470"
"68928","cg13733266"
"68929","cg15731317"
"68930","cg23553576"
"68931","cg16285854"
"68932","cg20545775"
"68933","cg16165120"
"68934","cg09718739"
"68935","cg24200175"
"68936","cg04270489"
"68937","cg20063906"
"68938","cg16404106"
"68939","cg10395685"
"68940","cg04573398"
"68941","cg25500444"
"68942","cg09610772"
"68943","cg03778207"
"68944","cg19918734"
"68945","cg12328429"
"68946","cg27149179"
"68947","cg19563365"
"68948","cg11660018"
"68949","cg23771366"
"68950","cg23214764"
"68951","cg08250880"
"68952","cg12748839"
"68953","cg11845292"
"68954","cg12450391"
"68955","cg06659209"
"68956","cg26421308"
"68957","cg03037761"
"68958","cg03548035"
"68959","cg22319016"
"68960","cg04883472"
"68961","cg11779299"
"68962","cg16836250"
"68963","cg20910424"
"68964","cg23502204"
"68965","cg18464216"
"68966","cg25636441"
"68967","cg01770896"
"68968","ch.11.1877857R"
"68969","cg08292023"
"68970","cg04470971"
"68971","cg26811159"
"68972","cg24309428"
"68973","cg08725840"
"68974","cg08687753"
"68975","cg23481862"
"68976","cg18540157"
"68977","cg21817737"
"68978","cg05500015"
"68979","cg21500966"
"68980","cg16800162"
"68981","cg07636653"
"68982","cg03561071"
"68983","cg24032249"
"68984","cg00564051"
"68985","cg13481638"
"68986","cg05302338"
"68987","cg06159296"
"68988","cg07276831"
"68989","cg26929280"
"68990","cg07097538"
"68991","cg04362211"
"68992","cg07452842"
"68993","cg24954350"
"68994","cg08001668"
"68995","cg03970229"
"68996","cg05803237"
"68997","cg15842276"
"68998","cg06106126"
"68999","cg23049823"
"69000","cg18152523"
"69001","cg24537724"
"69002","cg12315713"
"69003","cg21567022"
"69004","cg06776644"
"69005","cg06832246"
"69006","cg16424440"
"69007","cg11800117"
"69008","cg15456144"
"69009","cg06895640"
"69010","cg13411373"
"69011","cg03310479"
"69012","cg14065697"
"69013","cg26875233"
"69014","cg17595323"
"69015","cg05850431"
"69016","cg05188948"
"69017","cg12280150"
"69018","cg01091143"
"69019","cg01062113"
"69020","cg16805189"
"69021","cg24554151"
"69022","cg02251771"
"69023","cg10508468"
"69024","cg22325703"
"69025","cg27634151"
"69026","cg05374654"
"69027","cg19851909"
"69028","cg12226717"
"69029","cg26738987"
"69030","cg11460035"
"69031","cg18973628"
"69032","cg06291484"
"69033","cg24881472"
"69034","cg03341697"
"69035","cg10283505"
"69036","cg13300301"
"69037","cg22911898"
"69038","cg06073094"
"69039","cg00455452"
"69040","cg04914357"
"69041","cg14498291"
"69042","ch.11.1980478F"
"69043","cg15555590"
"69044","cg13876292"
"69045","cg27242134"
"69046","cg26773791"
"69047","cg15594471"
"69048","cg21773220"
"69049","cg00719410"
"69050","cg00293245"
"69051","cg20062681"
"69052","cg06430479"
"69053","cg20985847"
"69054","cg03793937"
"69055","cg10746447"
"69056","cg01806722"
"69057","cg26986443"
"69058","cg11588317"
"69059","cg15521790"
"69060","cg10101862"
"69061","cg12535744"
"69062","cg08141395"
"69063","cg08426823"
"69064","cg22390023"
"69065","cg03406626"
"69066","cg26492847"
"69067","cg24088496"
"69068","cg27627006"
"69069","cg19574327"
"69070","cg24682760"
"69071","cg03798743"
"69072","cg11933019"
"69073","cg22878054"
"69074","cg03823352"
"69075","cg10748359"
"69076","cg04295702"
"69077","cg03041629"
"69078","cg10797129"
"69079","cg08472781"
"69080","cg16462297"
"69081","cg13906669"
"69082","cg16581884"
"69083","cg22299741"
"69084","cg14933485"
"69085","cg23641145"
"69086","cg13686012"
"69087","cg12300731"
"69088","cg27335947"
"69089","cg12493218"
"69090","cg06838985"
"69091","cg11016563"
"69092","cg23650423"
"69093","cg07013734"
"69094","cg04553838"
"69095","cg14186937"
"69096","cg06417426"
"69097","cg09342225"
"69098","cg06514994"
"69099","cg00202702"
"69100","cg05892674"
"69101","cg20346726"
"69102","cg19809039"
"69103","cg19154027"
"69104","cg15999356"
"69105","cg14304702"
"69106","cg09612099"
"69107","cg18932968"
"69108","cg13252516"
"69109","cg08747557"
"69110","cg08378220"
"69111","cg16466334"
"69112","cg23976431"
"69113","cg25243475"
"69114","cg00279755"
"69115","cg04420335"
"69116","cg04142010"
"69117","cg02540593"
"69118","cg07748540"
"69119","cg26756506"
"69120","cg03145963"
"69121","cg03935729"
"69122","cg02083707"
"69123","cg21002651"
"69124","cg05671385"
"69125","cg01284709"
"69126","cg21643095"
"69127","cg02556071"
"69128","cg22374268"
"69129","cg09147777"
"69130","cg11308643"
"69131","cg12754421"
"69132","cg15603568"
"69133","cg23559689"
"69134","cg20073686"
"69135","cg20306837"
"69136","cg00712044"
"69137","cg11425254"
"69138","cg20337021"
"69139","cg03648116"
"69140","cg26470926"
"69141","cg23061795"
"69142","cg26488544"
"69143","cg13060182"
"69144","cg27064125"
"69145","cg00276799"
"69146","cg10283695"
"69147","cg22760287"
"69148","cg03851835"
"69149","cg04180462"
"69150","cg24079790"
"69151","cg05081395"
"69152","cg04295172"
"69153","cg14167139"
"69154","cg01853079"
"69155","cg20929568"
"69156","cg11340537"
"69157","cg10593028"
"69158","cg07059925"
"69159","cg21560076"
"69160","cg14140118"
"69161","cg16934235"
"69162","cg23322223"
"69163","cg08545463"
"69164","cg27654945"
"69165","cg06913593"
"69166","cg25007511"
"69167","cg07142201"
"69168","cg13473274"
"69169","cg04064998"
"69170","cg05839709"
"69171","cg06592167"
"69172","cg26061355"
"69173","cg04928293"
"69174","cg02940800"
"69175","cg21197233"
"69176","cg04974587"
"69177","cg03532274"
"69178","cg04282419"
"69179","cg04417028"
"69180","cg20445727"
"69181","cg26059977"
"69182","cg05820396"
"69183","cg08819008"
"69184","cg18841668"
"69185","cg06579738"
"69186","cg10045354"
"69187","cg20322876"
"69188","cg09213929"
"69189","cg12483773"
"69190","cg23591869"
"69191","cg05309179"
"69192","cg01192900"
"69193","cg24041078"
"69194","cg09148270"
"69195","cg08533783"
"69196","cg03629499"
"69197","cg09170311"
"69198","cg07188648"
"69199","cg02871995"
"69200","cg06459000"
"69201","cg19820372"
"69202","cg04610224"
"69203","cg12187358"
"69204","cg06863830"
"69205","cg02051688"
"69206","cg24368962"
"69207","cg21197905"
"69208","cg03723716"
"69209","cg13745279"
"69210","cg18034637"
"69211","cg05291374"
"69212","cg20124223"
"69213","cg24601030"
"69214","cg20321756"
"69215","cg09935822"
"69216","cg15418499"
"69217","cg11304234"
"69218","cg26534425"
"69219","cg03304763"
"69220","cg26581504"
"69221","cg01743835"
"69222","cg10001219"
"69223","cg15066033"
"69224","cg19679327"
"69225","cg22173837"
"69226","cg04642306"
"69227","cg05883690"
"69228","cg02323699"
"69229","cg23958319"
"69230","cg12978214"
"69231","cg18891037"
"69232","cg20667575"
"69233","cg16405454"
"69234","cg05815275"
"69235","cg15946653"
"69236","cg16158779"
"69237","cg08948964"
"69238","cg18248586"
"69239","cg25022311"
"69240","cg12758687"
"69241","cg21330703"
"69242","cg26132809"
"69243","cg12176709"
"69244","cg20629239"
"69245","cg21013206"
"69246","cg22842860"
"69247","cg20424531"
"69248","cg12442871"
"69249","cg21546211"
"69250","cg18935108"
"69251","cg17055736"
"69252","cg01614101"
"69253","cg17637877"
"69254","cg01836199"
"69255","cg10953410"
"69256","cg01586609"
"69257","cg08208133"
"69258","cg20178075"
"69259","cg16211161"
"69260","cg24099956"
"69261","cg25744613"
"69262","cg01439566"
"69263","cg06493289"
"69264","cg07631435"
"69265","cg02991558"
"69266","cg15897209"
"69267","cg09632136"
"69268","cg17004104"
"69269","cg14520913"
"69270","cg18367578"
"69271","cg14209518"
"69272","cg16908944"
"69273","cg25367999"
"69274","cg05757907"
"69275","cg19232164"
"69276","cg17668781"
"69277","cg19720260"
"69278","cg02950812"
"69279","cg11209880"
"69280","cg24311416"
"69281","cg24749470"
"69282","cg10553088"
"69283","cg14030346"
"69284","cg12848345"
"69285","cg08066991"
"69286","cg19523250"
"69287","cg12946808"
"69288","cg10752604"
"69289","cg06417518"
"69290","cg02311432"
"69291","cg18021286"
"69292","cg16793187"
"69293","cg01161204"
"69294","cg14529707"
"69295","cg23523093"
"69296","cg11087324"
"69297","cg01033865"
"69298","cg05578358"
"69299","cg24186674"
"69300","cg05299387"
"69301","cg07067710"
"69302","cg02584802"
"69303","cg09595067"
"69304","cg23900293"
"69305","cg24983752"
"69306","cg26485771"
"69307","cg10746278"
"69308","cg13516808"
"69309","cg19061798"
"69310","cg15644727"
"69311","cg14329680"
"69312","cg17001194"
"69313","cg11775807"
"69314","cg23539633"
"69315","cg04525673"
"69316","cg10317815"
"69317","cg06296890"
"69318","cg17365076"
"69319","cg09992300"
"69320","cg22293823"
"69321","cg21739934"
"69322","cg26378984"
"69323","cg12809655"
"69324","cg04836530"
"69325","cg07808874"
"69326","cg12782933"
"69327","cg05208605"
"69328","cg10000952"
"69329","cg10880163"
"69330","cg14057041"
"69331","cg13318279"
"69332","cg00142925"
"69333","cg19324627"
"69334","cg26734040"
"69335","cg23684410"
"69336","cg00753089"
"69337","cg01940657"
"69338","cg07042546"
"69339","cg07888967"
"69340","cg00377695"
"69341","cg19703610"
"69342","cg11333886"
"69343","cg18585693"
"69344","cg19400601"
"69345","cg13846344"
"69346","cg26502105"
"69347","cg14848289"
"69348","cg20755342"
"69349","cg20207029"
"69350","cg20511089"
"69351","cg20328588"
"69352","cg20652899"
"69353","cg10372188"
"69354","cg23793599"
"69355","cg15983698"
"69356","cg20342907"
"69357","cg12368752"
"69358","cg05272790"
"69359","cg07540983"
"69360","cg10145584"
"69361","cg27300950"
"69362","cg22957898"
"69363","cg27440523"
"69364","cg11580525"
"69365","cg17186803"
"69366","cg24590524"
"69367","cg08019195"
"69368","cg27560864"
"69369","cg13348944"
"69370","cg10513118"
"69371","cg14485185"
"69372","cg06164961"
"69373","cg05807698"
"69374","cg19193135"
"69375","cg14081270"
"69376","cg20579926"
"69377","cg24222440"
"69378","cg03962678"
"69379","cg16806210"
"69380","cg23326785"
"69381","cg06383048"
"69382","cg20001829"
"69383","cg19715094"
"69384","cg10260050"
"69385","cg04142864"
"69386","cg03804240"
"69387","cg27286069"
"69388","cg11736167"
"69389","cg27385729"
"69390","cg25087423"
"69391","cg16280667"
"69392","cg27616543"
"69393","cg04176122"
"69394","cg17260706"
"69395","cg24711070"
"69396","cg07780348"
"69397","cg12926529"
"69398","cg22622123"
"69399","cg21638712"
"69400","cg14194708"
"69401","cg09016768"
"69402","cg06329587"
"69403","cg23051559"
"69404","cg10024063"
"69405","cg09799714"
"69406","cg25484790"
"69407","cg21096399"
"69408","cg12762029"
"69409","cg18513970"
"69410","cg14329989"
"69411","cg09530763"
"69412","cg25303540"
"69413","cg00519553"
"69414","cg20483374"
"69415","cg08294986"
"69416","cg10353108"
"69417","cg27092752"
"69418","cg02854536"
"69419","cg09048129"
"69420","cg16356224"
"69421","cg03883256"
"69422","cg24258886"
"69423","cg25821437"
"69424","cg04451652"
"69425","cg02632800"
"69426","cg04976484"
"69427","cg12508624"
"69428","cg15735446"
"69429","cg04818594"
"69430","cg26818489"
"69431","cg12110216"
"69432","cg04078601"
"69433","cg23575688"
